id,accuracy,ailment_chance,crit_rate,drain,effect,effect_chance,flinch_chance,healing,internal_name,max_hits,max_turns,min_hits,min_turns,name,power,pp,priority,short_effect,stat_chance,text,move_ailment_id,move_category_id,move_damage_class_id,move_target_id,type_id
761,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-knuckle,__NULL__,__NULL__,__NULL__,__NULL__,极巨拳斗,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的格斗属性攻击。
会提高我方的攻击。",0,0,2,2,2
762,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-phantasm,__NULL__,__NULL__,__NULL__,__NULL__,极巨幽魂,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的幽灵属性攻击。
会降低对手的防御。",0,0,2,2,8
763,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-hailstorm,__NULL__,__NULL__,__NULL__,__NULL__,极巨寒冰,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦
才能使出的冰属性攻击。
在５回合内会降下冰雹。",0,0,2,2,15
764,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-ooze,__NULL__,__NULL__,__NULL__,__NULL__,极巨酸毒,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的毒属性攻击。
会提高我方的特攻。",0,0,2,2,4
765,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-geyser,__NULL__,__NULL__,__NULL__,__NULL__,极巨水流,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的水属性攻击。
可在５回合内降下大雨。",0,0,2,2,11
766,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-airstream,__NULL__,__NULL__,__NULL__,__NULL__,极巨飞冲,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的飞行属性攻击。
会提高我方的速度。",0,0,2,2,3
767,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-starfall,__NULL__,__NULL__,__NULL__,__NULL__,极巨妖精,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的妖精属性攻击。
可在５回合内将脚下变成薄雾场地。",0,0,2,2,18
768,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-wyrmwind,__NULL__,__NULL__,__NULL__,__NULL__,极巨龙骑,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的龙属性攻击。
会降低对手的攻击。",0,0,2,2,16
769,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-mindstorm,__NULL__,__NULL__,__NULL__,__NULL__,极巨超能,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的超能力属性攻击。
可在５回合内将脚下变成精神场地。",0,0,2,2,14
770,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-rockfall,__NULL__,__NULL__,__NULL__,__NULL__,极巨岩石,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的岩石属性攻击。
可在５回合内卷起沙暴。",0,0,2,2,6
771,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-quake,__NULL__,__NULL__,__NULL__,__NULL__,极巨大地,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的地面属性攻击。
会提高我方的特防。",0,0,2,2,5
772,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-darkness,__NULL__,__NULL__,__NULL__,__NULL__,极巨恶霸,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的恶属性攻击。
会降低对手的特防。",0,0,2,2,17
773,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-overgrowth,__NULL__,__NULL__,__NULL__,__NULL__,极巨草原,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的草属性攻击。
可在５回合内将脚下变成青草场地。",0,0,2,2,12
774,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-steelspike,__NULL__,__NULL__,__NULL__,__NULL__,极巨钢铁,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的钢属性攻击。
会提高我方的防御。",0,0,2,2,9
775,100,0,0,0,__NULL__,100,0,-33,clangorous-soul,__NULL__,__NULL__,__NULL__,__NULL__,魂舞烈音爆,__NULL__,5,0,__NULL__,100,"削减少许自己的ＨＰ，
使所有能力都提高。",0,2,1,7,16
776,100,0,0,0,__NULL__,__NULL__,0,0,body-press,__NULL__,__NULL__,__NULL__,__NULL__,扑击,80,10,0,__NULL__,0,"用身体撞向对手进行攻击。
防御越高，
给予的伤害就越高。",0,0,2,10,2
777,__NULL__,0,0,0,__NULL__,100,0,0,decorate,__NULL__,__NULL__,__NULL__,__NULL__,装饰,__NULL__,15,0,__NULL__,100,"通过装饰，
大幅提高对方的
攻击和特攻。",0,2,1,10,18
778,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,100,0,0,drum-beating,__NULL__,__NULL__,__NULL__,__NULL__,鼓击,80,10,0,Has a $effect_chance% chance to lower the target’s Speed by one stage.,100,"用鼓点来控制
鼓的根部进行攻击，
从而降低对手的速度。",0,6,2,10,12
779,100,100,0,0,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",100,0,0,snap-trap,__NULL__,6,__NULL__,5,捕兽夹,35,15,0,Prevents the target from fleeing and inflicts damage for 2-5 turns.,0,"使用捕兽夹，
在４～５回合内，
夹住对手进行攻击。",8,4,2,10,12
780,90,10,0,0,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,10,0,0,pyro-ball,__NULL__,__NULL__,__NULL__,__NULL__,火焰球,120,5,0,Has a $effect_chance% chance to burn the target.,0,"点燃小石子，形成火球攻击对手。
有时会使对手陷入灼伤状态。",4,4,2,10,10
781,100,0,0,0,__NULL__,__NULL__,0,0,behemoth-blade,__NULL__,__NULL__,__NULL__,__NULL__,巨兽斩,100,5,0,__NULL__,0,"变身为巨大的剑，挥斩对手。
如果对手正处于极巨化状态，
则造成的伤害会变为２倍。",0,0,2,10,9
782,100,0,0,0,__NULL__,__NULL__,0,0,behemoth-bash,__NULL__,__NULL__,__NULL__,__NULL__,巨兽弹,100,5,0,__NULL__,0,"变身为巨大的盾，撞击对手。
如果对手正处于极巨化状态，
则造成的伤害会变为２倍。",0,0,2,10,9
783,100,0,0,0,__NULL__,100,0,0,aura-wheel,__NULL__,__NULL__,__NULL__,__NULL__,气场轮,110,10,0,__NULL__,100,"用储存在颊囊里的能量
进行攻击，并提高自己的速度。
其属性会随着莫鲁贝可的样子而改变。",0,7,2,10,13
784,100,0,0,0,Inflicts regular damage.  Lowers the target’s Attack by one stage.,100,0,0,breaking-swipe,__NULL__,__NULL__,__NULL__,__NULL__,广域破坏,60,15,0,Lowers the target’s Attack by one stage after inflicting damage.,100,"用坚韧的尾巴
猛扫对手进行攻击，
从而降低对手的攻击。",0,6,2,11,16
785,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,branch-poke,__NULL__,__NULL__,__NULL__,__NULL__,木枝突刺,40,40,0,Inflicts regular damage with no additional effect.,0,"使用尖锐的树枝
刺向对手进行攻击。",0,0,2,10,12
788,100,0,0,0,Inflicts regular damage.  Lowers the target’s Defense by one stage.,100,0,0,grav-apple,__NULL__,__NULL__,__NULL__,__NULL__,万有引力,80,10,0,Lowers the target’s Defense by one stage after inflicting damage.,100,"从高处落下苹果，
给予对手伤害。
可降低对手的防御。",0,6,2,10,12
789,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,100,0,0,spirit-break,__NULL__,__NULL__,__NULL__,__NULL__,灵魂冲击,75,15,0,Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,100,"用足以让对手一蹶不振的
气势进行攻击。
会降低对手的特攻。",0,6,2,10,18
790,95,20,0,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,20,0,0,strange-steam,__NULL__,5,__NULL__,2,神奇蒸汽,90,10,0,Has a $effect_chance% chance to confuse the target.,0,"喷出烟雾攻击对手。
有时会使对手混乱。",6,4,3,10,18
791,__NULL__,0,0,0,__NULL__,__NULL__,0,25,life-dew,__NULL__,__NULL__,__NULL__,__NULL__,生命水滴,__NULL__,10,0,__NULL__,0,"喷洒出神奇的水，
回复自己和场上同伴的ＨＰ。",0,3,1,13,11
792,100,0,0,0,__NULL__,__NULL__,0,0,obstruct,__NULL__,__NULL__,__NULL__,__NULL__,拦堵,__NULL__,10,4,__NULL__,0,"完全抵挡对手的攻击。
连续使出则容易失败。
一旦触碰，防御就会大幅降低。",0,13,1,7,17
793,__NULL__,0,0,0,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,__NULL__,0,0,false-surrender,__NULL__,__NULL__,__NULL__,__NULL__,假跪真撞,80,10,0,Never misses.,0,"装作低头认错的样子，
用凌乱的头发进行突刺。
攻击必定会命中。",0,0,2,10,17
794,100,0,0,0,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",__NULL__,0,0,meteor-assault,__NULL__,__NULL__,__NULL__,__NULL__,流星突击,150,5,0,User foregoes its next turn to recharge.,0,"大力挥舞粗壮的茎进行攻击。
但同时自己也会被晃晕，
下一回合自己将无法动弹。",0,0,2,10,2
795,90,0,0,0,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",__NULL__,0,0,eternabeam,__NULL__,__NULL__,__NULL__,__NULL__,无极光束,160,5,0,User foregoes its next turn to recharge.,0,"无极汰那变回原来的样子后，
发动的最强攻击。
下一回合自己将无法动弹。",0,0,3,10,16
796,95,0,0,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",__NULL__,0,0,steel-beam,__NULL__,__NULL__,__NULL__,__NULL__,铁蹄光线,140,5,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.",0,"将从全身聚集的钢铁
化为光束，激烈地发射出去。
自己也会受到伤害。",0,0,3,10,9
797,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,expanding-force,__NULL__,__NULL__,__NULL__,__NULL__,广域战力,80,10,0,Inflicts regular damage with no additional effect.,0,"利用精神力量攻击对手。
在精神场地上威力会有所提高，
能对所有对手造成伤害。",0,0,3,10,14
798,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,steel-roller,__NULL__,__NULL__,__NULL__,__NULL__,铁滚轮,130,5,0,Inflicts regular damage with no additional effect.,0,"在破坏场地的同时攻击对手。
如果脚下没有任何场地状态存在，
使出此招式时便会失败。",0,0,2,10,9
799,90,0,0,0,"Inflicts regular damage two to five times in a row, raising the user’s Speed and lowering the user’s Defense by one stage each upon last hit.",__NULL__,0,0,scale-shot,5,__NULL__,2,__NULL__,鳞射,25,20,0,Boosts the user’s Speed and lowers their Defense by one stage after inflicting damage two to five times in a row.,0,"发射鳞片进行攻击。
连续攻击２～５次。
速度会提高但防御会降低。",0,0,2,10,16
800,90,100,0,0,Inflicts regular damage.,100,0,0,meteor-beam,__NULL__,__NULL__,__NULL__,__NULL__,流星光束,120,10,0,Inflicts regular damage with no additional effect.,0,"第１回合聚集宇宙之力提高特攻，
第２回合攻击对手。",0,0,3,10,6
801,100,20,0,0,Inflicts regular damage.,20,0,0,shell-side-arm,__NULL__,__NULL__,__NULL__,__NULL__,臂贝武器,90,10,0,Inflicts regular damage with no additional effect.,0,"从物理攻击和特殊攻击中选择
可造成较多伤害的方式进行攻击。
有时会让对手陷入中毒状态。",5,4,3,10,4
802,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,misty-explosion,__NULL__,__NULL__,__NULL__,__NULL__,薄雾炸裂,100,5,0,Inflicts regular damage with no additional effect.,0,"对自己周围的所有宝可梦进行攻击，
但使出后，自己会陷入濒死。
在薄雾场地上，招式威力会提高。",0,0,3,9,18
803,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,grassy-glide,__NULL__,__NULL__,__NULL__,__NULL__,青草滑梯,55,20,0,Inflicts regular damage with no additional effect.,0,"仿佛在地面上滑行般地攻击对手。
在青草场地上，
必定能够先制攻击。",0,0,2,10,12
804,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,rising-voltage,__NULL__,__NULL__,__NULL__,__NULL__,电力上升,70,20,0,Inflicts regular damage with no additional effect.,0,"用从地面升腾而起的电击进行攻击。
当对手处于电气场地上时，
招式威力会变成２倍。",0,0,3,10,13
805,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,terrain-pulse,__NULL__,__NULL__,__NULL__,__NULL__,大地波动,50,10,0,Inflicts regular damage with no additional effect.,0,"借助场地的力量进行攻击。
视使出招式时场地状态不同，
招式的属性和威力会有所变化。",0,0,3,10,1
806,90,0,0,0,Inflicts regular damage.,100,0,0,skitter-smack,__NULL__,__NULL__,__NULL__,__NULL__,爬击,70,10,0,Inflicts regular damage with no additional effect.,100,"从对手背后爬近后进行攻击。
会降低对手的特攻。",0,6,2,10,7
807,100,100,0,0,Inflicts regular damage.,100,0,0,burning-jealousy,__NULL__,__NULL__,__NULL__,__NULL__,妒火,70,5,0,Inflicts regular damage with no additional effect.,0,"用嫉妒的能量攻击对手。
会让在该回合内能力有所提高的
宝可梦陷入灼伤状态。",4,4,3,11,10
808,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,lash-out,__NULL__,__NULL__,__NULL__,__NULL__,泄愤,75,5,0,Inflicts regular damage with no additional effect.,0,"攻击对手以发泄对其感到的恼怒情绪。
如果在该回合内自身能力遭到降低，
招式的威力会变成２倍。",0,0,2,10,17
809,90,0,0,0,Inflicts regular damage.,__NULL__,0,0,poltergeist,__NULL__,__NULL__,__NULL__,__NULL__,灵骚,110,5,0,Inflicts regular damage with no additional effect.,0,"操纵对手的持有物进行攻击。
当对手没有携带道具时，
使出此招式时便会失败。",0,0,2,10,8
810,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,corrosive-gas,__NULL__,__NULL__,__NULL__,__NULL__,腐蚀气体,__NULL__,40,0,Inflicts regular damage with no additional effect.,0,"用具有强酸性的气体
包裹住自己周围所有的宝可梦，
并融化其所携带的道具。",0,13,1,9,4
811,__NULL__,0,0,0,Inflicts regular damage.,100,0,0,coaching,__NULL__,__NULL__,__NULL__,__NULL__,指导,__NULL__,10,0,Inflicts regular damage with no additional effect.,100,"通过进行正确合理的指导，
提高我方全员的攻击和防御。",0,2,1,13,2
812,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,flip-turn,__NULL__,__NULL__,__NULL__,__NULL__,快速折返,60,20,0,Inflicts regular damage with no additional effect.,0,"在攻击之后急速返回，
和后备宝可梦进行替换。",0,0,2,10,11
813,90,0,0,0,Inflicts regular damage.,__NULL__,0,0,triple-axel,3,__NULL__,3,__NULL__,三旋击,20,10,0,Inflicts regular damage with no additional effect.,0,"连续３次踢对手进行攻击。
每踢中一次，威力就会提高。",0,0,2,10,15
814,90,0,0,0,Inflicts regular damage.,__NULL__,0,0,dual-wingbeat,2,__NULL__,2,__NULL__,双翼,40,10,0,Inflicts regular damage with no additional effect.,0,"将翅膀撞向对手进行攻击。
连续２次给予伤害。",0,0,2,10,3
815,100,30,0,0,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,30,0,0,scorching-sands,__NULL__,__NULL__,__NULL__,__NULL__,热沙大地,70,10,0,Has a $effect_chance% chance to burn the target.,0,"将滚烫的沙子砸向对手进行攻击。
有时会让对手陷入灼伤状态。",4,4,3,10,5
816,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,25,jungle-healing,__NULL__,__NULL__,__NULL__,__NULL__,丛林治疗,__NULL__,10,0,Inflicts regular damage with no additional effect.,0,"与丛林融为一体，
回复自己和场上同伴的ＨＰ和状态。",0,13,1,13,12
817,100,0,6,0,Inflicts regular damage.,__NULL__,0,0,wicked-blow,__NULL__,__NULL__,__NULL__,__NULL__,暗冥强击,75,5,0,Inflicts regular damage with no additional effect.,0,"将恶之流派修炼至大成的
猛烈一击。
必定会击中要害。",0,0,2,10,17
818,100,0,6,0,Inflicts regular damage.,__NULL__,0,0,surging-strikes,3,__NULL__,3,__NULL__,水流连打,25,5,0,Inflicts regular damage with no additional effect.,0,"将水之流派修炼至大成的
仿若行云流水般的３次连击。
必定会击中要害。",0,0,2,10,11
819,90,100,0,0,Inflicts regular damage.,100,0,0,thunder-cage,__NULL__,6,__NULL__,5,雷电囚笼,80,15,0,Inflicts regular damage with no additional effect.,0,"将对手困在
电流四溅的囚笼中，
在４～５回合内进行攻击。",8,4,3,10,13
820,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,dragon-energy,__NULL__,__NULL__,__NULL__,__NULL__,巨龙威能,150,5,0,Inflicts regular damage with no additional effect.,0,"把生命力转换为力量攻击对手。
自己的ＨＰ越少，招式的威力越小。",0,0,3,11,16
821,100,10,0,0,Inflicts regular damage.,10,0,0,freezing-glare,__NULL__,__NULL__,__NULL__,__NULL__,冰冷视线,90,10,0,Inflicts regular damage with no additional effect.,0,"从双眼发射精神力量进行攻击。
有时会让对手陷入冰冻状态。",3,4,3,10,14
822,100,0,0,0,Inflicts regular damage.,20,20,0,fiery-wrath,__NULL__,__NULL__,__NULL__,__NULL__,怒火中烧,90,10,0,Inflicts regular damage with no additional effect.,0,"将愤怒转化为火焰般的气场进行攻击。
有时会使对手畏缩。",0,0,3,11,17
823,100,0,0,0,Inflicts regular damage.,100,0,0,thunderous-kick,__NULL__,__NULL__,__NULL__,__NULL__,雷鸣蹴击,90,10,0,Inflicts regular damage with no additional effect.,100,"以雷电般的动作
戏耍对手的同时使出脚踢。
可降低对手的防御。",0,6,2,10,2
824,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,glacial-lance,__NULL__,__NULL__,__NULL__,__NULL__,雪矛,120,5,0,Inflicts regular damage with no additional effect.,0,"向对手投掷
掀起暴风雪的冰矛进行攻击。",0,0,2,11,15
825,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,astral-barrage,__NULL__,__NULL__,__NULL__,__NULL__,星碎,120,5,0,Inflicts regular damage with no additional effect.,0,"用大量的小灵体向
对手发起攻击。",0,0,3,11,8
826,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,eerie-spell,__NULL__,__NULL__,__NULL__,__NULL__,诡异咒语,80,5,0,Inflicts regular damage with no additional effect.,0,"用强大的精神力量攻击。
让对手最后使用的招式
减少３ＰＰ。",0,0,3,10,14
827,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,dire-claw,__NULL__,__NULL__,__NULL__,__NULL__,克命爪,80,15,0,__NULL__,__NULL__,"The user lashes out at the target with ruinous claws, aiming to land a critical hit. This may also leave the target poisoned, paralyzed, or drowsy.",__NULL__,__NULL__,2,10,4
828,90,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,psyshield-bash,__NULL__,__NULL__,__NULL__,__NULL__,屏障猛攻,70,10,0,__NULL__,__NULL__,"Cloaking itself in psychic energy, the user slams into the target. This may also raise the user’s defensive stats.",__NULL__,__NULL__,2,10,14
829,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,power-shift,__NULL__,__NULL__,__NULL__,__NULL__,力量转换,0,10,0,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,1,7,1
830,90,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,stone-axe,__NULL__,__NULL__,__NULL__,__NULL__,岩斧,65,15,0,__NULL__,__NULL__,"The user swings its stone axes at the target, aiming to land a critical hit. Stone splinters left behind by this attack continue to damage the target for several turns.",__NULL__,__NULL__,2,10,6
831,80,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,springtide-storm,__NULL__,__NULL__,__NULL__,__NULL__,阳春风暴,100,5,0,__NULL__,__NULL__,The user attacks by wrapping the target in fierce winds brimming with love and hate. This move’s additional effects depend on the user’s form.,__NULL__,__NULL__,3,11,18
832,90,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,mystical-power,__NULL__,__NULL__,__NULL__,__NULL__,神秘之力,70,10,0,__NULL__,__NULL__,"The user strengthens itself with a mysterious power. If it excels in offense, its offensive stats are raised. If it excels in defense, its defensive stats are raised.",__NULL__,__NULL__,3,10,14
833,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,raging-fury,__NULL__,__NULL__,__NULL__,__NULL__,大愤慨,120,10,0,__NULL__,__NULL__,"The user rampages and spews vicious flames to inflict damage on the target, then becomes fixated on using this move.",__NULL__,__NULL__,2,8,10
834,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,wave-crash,__NULL__,__NULL__,__NULL__,__NULL__,波动冲,120,10,0,__NULL__,__NULL__,The user shrouds itself in water and slams into the target with its whole body to inflict damage. This also damages the user and raises the user’s action speed.,__NULL__,__NULL__,2,10,11
835,95,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,chloroblast,__NULL__,__NULL__,__NULL__,__NULL__,叶绿爆震,150,5,0,__NULL__,__NULL__,The user launches its amassed chlorophyll to inflict damage on the target. This also damages the user and lowers the user's action speed.,__NULL__,__NULL__,3,10,12
836,85,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,mountain-gale,__NULL__,__NULL__,__NULL__,__NULL__,冰山风,100,10,0,__NULL__,__NULL__,The user hurls giant chunks of ice at the target to inflict damage.,__NULL__,__NULL__,2,10,15
837,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,victory-dance,__NULL__,__NULL__,__NULL__,__NULL__,胜利之舞,0,10,0,__NULL__,__NULL__,The user performs a dance to usher in victory. This raises the user’s offensive and defensive stats and increases the damage dealt by the user’s moves by 50 percent.,__NULL__,__NULL__,1,7,2
839,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,barb-barrage,__NULL__,__NULL__,__NULL__,__NULL__,毒千针,60,10,0,__NULL__,__NULL__,The user launches countless toxic barbs to inflict damage. This may also poison the target. This move’s power is doubled if the target has a status condition.,__NULL__,__NULL__,2,10,4
840,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,esper-wing,__NULL__,__NULL__,__NULL__,__NULL__,气场之翼,80,10,0,__NULL__,__NULL__,The user slashes the target with aura-enriched wings. This also raises the user's action speed. This move has a heightened chance of landing a critical hit.,__NULL__,__NULL__,3,10,14
841,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,bitter-malice,__NULL__,__NULL__,__NULL__,__NULL__,冤冤相报,75,10,0,__NULL__,__NULL__,The user attacks its target with spine-chilling resentment. This may also leave the target with frostbite. This move's power is doubled if the target has a status condition.,__NULL__,__NULL__,3,10,8
842,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,shelter,__NULL__,__NULL__,__NULL__,__NULL__,闭关,0,10,0,__NULL__,__NULL__,"The user makes its skin as hard as an iron shield, raising its defensive stats. Incoming moves also become more likely to miss.",__NULL__,__NULL__,1,7,9
843,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,triple-arrows,__NULL__,__NULL__,__NULL__,__NULL__,三连箭,90,10,0,__NULL__,__NULL__,"The user delivers an axe kick, then fires three arrows. This raises the chance of its future attacks landing critical hits and also lowers the target's defensive stats.",__NULL__,__NULL__,2,10,2
844,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,infernal-parade,__NULL__,__NULL__,__NULL__,__NULL__,群魔乱舞,60,15,0,__NULL__,__NULL__,The user attacks with myriad fireballs. This may also leave the target with a burn. This move's power is doubled if the target has a status condition.,__NULL__,__NULL__,3,10,8
845,90,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,ceaseless-edge,__NULL__,__NULL__,__NULL__,__NULL__,秘剑・千重涛,65,15,0,__NULL__,__NULL__,"The user slashes its shell blade at the target, aiming to land a critical hit. Shell splinters left behind by this attack will continue to damage the target for several turns.",__NULL__,__NULL__,2,10,17
846,80,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,bleakwind-storm,__NULL__,__NULL__,__NULL__,__NULL__,枯叶风暴,100,10,0,__NULL__,__NULL__,The user attacks with savagely cold winds that cause both body and spirit to tremble. This may also leave the target with frostbite.,__NULL__,__NULL__,3,11,3
847,80,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,wildbolt-storm,__NULL__,__NULL__,__NULL__,__NULL__,鸣雷风暴,100,10,0,__NULL__,__NULL__,The user summons a thunderous tempest and savagely attacks with lightning and wind. This may also leave the target with paralysis.,__NULL__,__NULL__,3,11,13
848,80,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,sandsear-storm,__NULL__,__NULL__,__NULL__,__NULL__,热沙风暴,100,10,0,__NULL__,__NULL__,The user attacks by wrapping the target in fierce winds and searingly hot sand. This also leaves the target with a burn.,__NULL__,__NULL__,3,11,5
849,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,lunar-blessing,__NULL__,__NULL__,__NULL__,__NULL__,新月祈祷,0,5,0,__NULL__,__NULL__,The user heals its own status conditions and restores its HP. Incoming moves also become more likely to miss.,__NULL__,__NULL__,1,15,14
850,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,take-heart,__NULL__,__NULL__,__NULL__,__NULL__,勇气填充,0,10,0,__NULL__,__NULL__,"The user lifts its spirits, healing its own status conditions and raising its offensive and defensive stats.",__NULL__,__NULL__,1,15,14
851,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,tera-blast,__NULL__,__NULL__,__NULL__,__NULL__,太晶爆发,80,10,0,__NULL__,__NULL__,"If the user has Terastallized, it unleashes energy of its Tera Type. This move inflicts damage using the Attack or Sp. Atk stat—whichever is higher for the user.",__NULL__,__NULL__,3,10,1
852,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,silk-trap,__NULL__,__NULL__,__NULL__,__NULL__,线阱,0,10,4,__NULL__,__NULL__,"The user spins a silken trap, protecting itself from damage while lowering the Speed stat of any attacker that makes direct contact.",__NULL__,__NULL__,1,7,7
853,90,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,axe-kick,__NULL__,__NULL__,__NULL__,__NULL__,下压踢,120,10,0,__NULL__,__NULL__,"The user attacks by kicking up into the air and slamming its heel down upon the target. This may also confuse the target. If it misses, the user takes damage instead.",__NULL__,__NULL__,2,10,2
854,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,last-respects,__NULL__,__NULL__,__NULL__,__NULL__,扫墓,50,10,0,__NULL__,__NULL__,"The user attacks to avenge its allies. The more defeated allies there are in the user's party, the greater the move's power.",__NULL__,__NULL__,2,10,8
